,res,start,end
a chosen band,151,1800,1950
a final adieu,151,1800,1950
a gallant young,147,1804,1950
a little elevated,151,1800,1950
a most obstinate,151,1800,1950
a perfect cure,151,1800,1950
a polygon is,85,1866,1950
a profuse perspiration,151,1800,1950
a remonstrance to,151,1800,1950
a rivulet of,151,1800,1950
a severe fit,151,1800,1950
a thousand horse,151,1800,1950
a widow lady,151,1800,1950
able and learned,151,1800,1950
aborigines of america,135,1816,1950
afford room for,151,1800,1950
all his motions,151,1800,1950
all points tempted,151,1800,1950
allude to any,151,1800,1950
an accomplished gentleman,151,1800,1950
an imprisonment of,151,1800,1950
an irregular form,151,1800,1950
and amiable disposition,151,1800,1950
and amiable in,151,1800,1950
and chiefly for,148,1803,1950
and drag a,64,1887,1950
and every eye,151,1800,1950
and fulness of,151,1800,1950
and godly fear,151,1800,1950
and kingdom against,151,1800,1950
and most exquisite,151,1800,1950
and most virtuous,151,1800,1950
and the os,135,1816,1950
antiquities of scotland,124,1827,1950
any one now,143,1808,1950
are elevated in,120,1831,1950
are requisite in,151,1800,1950
area of dulness,89,1862,1950
around her slender,99,1852,1950
articles of union,151,1800,1950
artillery and baggage,151,1800,1950
as an especial,151,1800,1950
as belonged to,151,1800,1950
ask in faith,151,1800,1950
at kelly 's,92,1859,1950
at length their,151,1800,1950
at the tribunal,151,1800,1950
avenger of his,151,1800,1950
banks ' s,92,1859,1950
baptized shall be,151,1800,1950
be gathered all,151,1800,1950
be holden of,151,1800,1950
be manifest to,151,1800,1950
be meddled with,151,1800,1950
be not already,151,1800,1950
became the theatre,151,1800,1950
been for ever,151,1800,1950
been formed against,151,1800,1950
begged of the,151,1800,1950
being thus prepared,151,1800,1950
besom of destruction,151,1800,1950
bloodvessels of the,136,1815,1950
boat on board,151,1800,1950
born at paris,151,1800,1950
brought into comparison,151,1800,1950
brought me hither,151,1800,1950
bunch of money,52,1899,1950
by property of,82,1869,1950
by the bowels,151,1800,1950
by the kurds,74,1877,1950
call for reform,99,1852,1950
carbonate of lime,151,1800,1950
causes of secondary,85,1866,1950
children of judah,151,1800,1950
chloride of gold,116,1835,1950
christina ' s,64,1887,1950
circumstances which attended,151,1800,1950
class of verbs,106,1845,1950
closely pressed by,151,1800,1950
commanded in person,151,1800,1950
commanded the cavalry,151,1800,1950
compelled to fly,151,1800,1950
compliance with her,151,1800,1950
conceit of his,151,1800,1950
conceiving it to,151,1800,1950
counted worthy to,151,1800,1950
culture and power,100,1851,1950
d be happy,57,1894,1950
dare not attempt,151,1800,1950
day was passed,151,1800,1950
deeds were evil,151,1800,1950
demonstrator of anatomy,123,1828,1950
discharge my duty,151,1800,1950
disease in men,88,1863,1950
diverse from the,149,1802,1950
dominion is an,151,1800,1950
door of entrance,151,1800,1950
doses of opium,151,1800,1950
down all before,151,1800,1950
droits de la,110,1841,1950
duke george of,119,1832,1950
dulness on percussion,119,1832,1950
enduring power of,74,1877,1950
enemy 's force,151,1800,1950
enemy in force,117,1834,1950
enter into particulars,151,1800,1950
entering on this,151,1800,1950
enthusiastic admiration of,151,1800,1950
erysipelas of the,136,1815,1950
every one around,151,1800,1950
examining the different,151,1800,1950
excess of carbonic,144,1807,1950
exercise of arms,151,1800,1950
expressed to her,148,1803,1950
extent of coast,151,1800,1950
external abdominal ring,116,1835,1950
faint conception of,145,1806,1950
family of france,151,1800,1950
for gallant and,94,1857,1950
for the ungodly,151,1800,1950
force in ireland,151,1800,1950
found after death,143,1808,1950
found at length,151,1800,1950
french were driven,151,1800,1950
from the canada,137,1814,1950
further enacted by,151,1800,1950
gathering in of,151,1800,1950
gave it over,151,1800,1950
gender of a,69,1882,1950
grand review of,128,1823,1950
great and awful,151,1800,1950
great veneration for,151,1800,1950
ground to hope,151,1800,1950
groups of black,79,1872,1950
had got possession,151,1800,1950
had not where,151,1800,1950
had the royal,151,1800,1950
hatcher 's run,87,1864,1950
hath the son,151,1800,1950
have been intrusted,151,1800,1950
he rendered himself,151,1800,1950
her foot upon,136,1815,1950
him at liberty,151,1800,1950
him in opinion,151,1800,1950
his gallant conduct,150,1801,1950
his junction with,151,1800,1950
his patent of,151,1800,1950
hold communication with,151,1800,1950
hopes of heaven,151,1800,1950
