,res,start,end
a corto y medio,59,1950,2008
a gran escala de,59,1950,2008
a la educación formal,59,1950,2008
a la salud en,59,1950,2008
a los países pobres,59,1950,2008
a los sectores populares,59,1950,2008
a través de instrumentos,59,1950,2008
acceso a los medios,59,1950,2008
acuerdo a sus intereses,59,1950,2008
acuerdo mediante el cual,59,1950,2008
agotamiento de la vía,59,1950,2008
al inicio de esta,59,1950,2008
al interior de cada,59,1950,2008
al menos la mitad,59,1950,2008
alta tasa de crecimiento,59,1950,2008
alto comisionado de las,59,1950,2008
analizar la evolución de,59,1950,2008
anchura del mar territorial,59,1950,2008
apoyar el desarrollo de,59,1950,2008
apoyo de los sectores,59,1950,2008
asia y américa latina,59,1950,2008
asignación de los recursos,59,1950,2008
asistencia social y salud,59,1950,2008
asistencia técnica y financiera,59,1950,2008
banco central de costa,59,1950,2008
banco central del paraguay,59,1950,2008
bienes o servicios que,59,1950,2008
búsqueda de soluciones a,59,1950,2008
cada vez hay más,59,1950,2008
cambios estructurales en la,59,1950,2008
carbón y del acero,59,1950,2008
centro de documentación del,59,1950,2008
centro de documentación y,59,1950,2008
centro de estudios e,59,1950,2008
centro de estudios monetarios,59,1950,2008
centro de estudios y,59,1950,2008
civiles del estado de,59,1950,2008
clase en el poder,59,1950,2008
clases medias y altas,59,1950,2008
comerciales y de servicios,59,1950,2008
comienzo de la década,59,1950,2008
comisionado de las naciones,59,1950,2008
comisión de educación y,59,1950,2008
como alternativa a la,59,1950,2008
como una herramienta de,59,1950,2008
comportamiento de la demanda,59,1950,2008
comprendido en la fracción,59,1950,2008
comunidad europea del carbón,59,1950,2008
construido a partir de,59,1950,2008
control de calidad de,59,1950,2008
control de la inflación,59,1950,2008
convención de las naciones,59,1950,2008
cooperación en materia de,59,1950,2008
corto o mediano plazo,59,1950,2008
corto y medio plazo,59,1950,2008
creciendo a un ritmo,59,1950,2008
creció a una tasa,59,1950,2008
crisis del antiguo régimen,59,1950,2008
dar prioridad a la,59,1950,2008
de acceder a una,59,1950,2008
de arte contemporáneo de,59,1950,2008
de asuntos administrativos y,59,1950,2008
de asuntos campesinos y,59,1950,2008
de baja california sur,59,1950,2008
de bajos ingresos y,59,1950,2008
de crecimiento del producto,59,1950,2008
de desarrollo del capitalismo,59,1950,2008
de desarrollo y las,59,1950,2008
de estilos de vida,59,1950,2008
de estudios monetarios latinoamericanos,59,1950,2008
de grupos de presión,59,1950,2008
de grupos de trabajo,59,1950,2008
de información y turismo,59,1950,2008
de ingresos medios y,59,1950,2008
de integración económica centroamericana,59,1950,2008
de integración económica de,59,1950,2008
de josé lezama lima,59,1950,2008
de juan domingo perón,59,1950,2008
de la base social,59,1950,2008
de la burocracia estatal,59,1950,2008
de la comunidad europea,59,1950,2008
de la condición femenina,59,1950,2008
de la decisión política,59,1950,2008
de la fundación ford,59,1950,2008
de la información proporcionada,59,1950,2008
de la lucha popular,59,1950,2008
de la migración en,59,1950,2008
de la participación política,59,1950,2008
de la región centroamericana,59,1950,2008
de la región latinoamericana,59,1950,2008
de la relevancia de,59,1950,2008
de la republica peruana,44,1950,1993
de la segunda posguerra,59,1950,2008
de la universidad pedagógica,59,1950,2008
de las exportaciones petroleras,59,1950,2008
de las exportaciones tradicionales,59,1950,2008
de las migraciones internas,59,1950,2008
de las organizaciones campesinas,59,1950,2008
de las políticas que,59,1950,2008
de las propias comunidades,59,1950,2008
de las áreas metropolitanas,59,1950,2008
de los científicos sociales,59,1950,2008
de los entes locales,59,1950,2008
de los países desarrollados,59,1950,2008
de los países socialistas,59,1950,2008
de mercado y el,59,1950,2008
de más largo plazo,59,1950,2008
de pesos a precios,59,1950,2008
de programa y presupuesto,59,1950,2008
de programas y proyectos,59,1950,2008
de ricardo flores magón,59,1950,2008
de régimen jurídico de,59,1950,2008
de sustitución de importaciones,59,1950,2008
de un contexto de,59,1950,2008
de un país subdesarrollado,59,1950,2008
de viviendas de interés,59,1950,2008
del area metropolitana de,59,1950,2008
del banco mundial y,59,1950,2008
del consejo nacional para,59,1950,2008
del código sustantivo del,59,1950,2008
del desarrollo nacional y,59,1950,2008
del instituto latinoamericano de,59,1950,2008
del juzgado de lo,34,1950,1983
del movimiento obrero organizado,59,1950,2008
del proceso de cambio,59,1950,2008
del proceso de crecimiento,59,1950,2008
del sector privado en,59,1950,2008
del sector público y,59,1950,2008
del tratado de libre,59,1950,2008
derechos humanos en el,59,1950,2008
desarrollo de los sectores,59,1950,2008
desarrollo en américa latina,59,1950,2008
desde una posición de,59,1950,2008
diferentes áreas de la,59,1950,2008
dijo que este testigo,59,1950,2008
dirección general de publicaciones,59,1950,2008
discriminación por razón de,59,1950,2008
disposición del ciudadano presidente,53,1950,2002
diversificación de las exportaciones,59,1950,2008
dudas y controversias de,39,1950,1988
efectos legales a que,59,1950,2008
el cese del fuego,59,1950,2008
el comercio de bienes,59,1950,2008
el contexto en el,59,1950,2008
el crecimiento del producto,59,1950,2008
el derecho del mar,59,1950,2008
el desafío de la,59,1950,2008
el estado de baja,59,1950,2008
el foco de atención,59,1950,2008
el gasto público en,59,1950,2008
el movimiento obrero organizado,59,1950,2008
el nivel de ingreso,59,1950,2008
el nivel de reservas,59,1950,2008
el palacio federal legislativo,59,1950,2008
el presente decreto en,59,1950,2008
el proceso de negociación,59,1950,2008
el programa de estabilización,59,1950,2008
el sector privado no,59,1950,2008
el sector privado y,59,1950,2008
el sector público como,59,1950,2008
el sector público y,59,1950,2008
el servicio de impuestos,59,1950,2008
el tamaño del mercado,59,1950,2008
el tipo de desarrollo,59,1950,2008
en buena medida por,59,1950,2008
en desarrollo en el,59,1950,2008
en el crecimiento económico,59,1950,2008
en el nivel nacional,59,1950,2008
en el próximo siglo,59,1950,2008
en el sector agropecuario,59,1950,2008
en el sector externo,59,1950,2008
en el sector no,59,1950,2008
en el sistema electoral,59,1950,2008
en el sistema productivo,59,1950,2008
en el sudeste asiático,59,1950,2008
en el ámbito educativo,59,1950,2008
en el ámbito regional,59,1950,2008
en esta área de,59,1950,2008
en este marco de,59,1950,2008
en estudios de historia,59,1950,2008
en gran medida se,59,1950,2008
en irlanda del norte,59,1950,2008
en la bienal de,59,1950,2008
en la comunidad europea,59,1950,2008
en la coyuntura actual,59,1950,2008
en la república popular,59,1950,2008
en la zona metropolitana,59,1950,2008
en las estructuras económicas,59,1950,2008
en las expectativas de,59,1950,2008
en las sociedades occidentales,59,1950,2008
en los países socialistas,59,1950,2008
en los países subdesarrollados,59,1950,2008
en los planteamientos de,59,1950,2008
en los procesos políticos,59,1950,2008
en silla de ruedas,59,1950,2008
en situaciones de crisis,59,1950,2008
en términos de calidad,59,1950,2008
en un país subdesarrollado,59,1950,2008
en una economía abierta,59,1950,2008
entre los países desarrollados,59,1950,2008
es el referido a,59,1950,2008
es importante resaltar que,59,1950,2008
es la otra cara,59,1950,2008
es responsabilidad de la,59,1950,2008
escuela de trabajo social,59,1950,2008
escuela superior de administración,59,1950,2008
eso es algo que,59,1950,2008
estado de baja california,59,1950,2008
están dadas las condiciones,59,1950,2008
europea del carbón y,59,1950,2008
evaluar los resultados de,59,1950,2008
expansión de la educación,59,1950,2008
explotación de la mano,59,1950,2008
explotación de minas y,59,1950,2008
federal de alemania y,59,1950,2008
fet y de las,59,1950,2008
first national city bank,59,1950,2008
fiscal del ministerio público,59,1950,2008
fiscalía general de la,59,1950,2008
fondo para el desarrollo,59,1950,2008
fue en ese momento,59,1950,2008
garcía de la concha,59,1950,2008
gran minería del cobre,59,1950,2008
gravámenes a la importación,59,1950,2008
grupo en el poder,59,1950,2008
ha centrado en la,59,1950,2008
historia colonial de venezuela,59,1950,2008
igualdad de oportunidades de,59,1950,2008
incluso antes de la,59,1950,2008
ingreso de la demanda,59,1950,2008
ingreso per cápita de,59,1950,2008
inicio de la vida,59,1950,2008
inicio de un proceso,59,1950,2008
inserción en el mundo,59,1950,2008
instituto colombiano de cultura,59,1950,2008
instituto de comercio exterior,59,1950,2008
instituto nacional de estadísticas,59,1950,2008
