,res,start,end
a ' hard,159,1850,2008
a ' light,159,1850,2008
a a o,159,1850,2008
a baby of,159,1850,2008
a bad time,159,1850,2008
a basketful of,159,1850,2008
a beaming smile,159,1850,2008
a beautiful dress,159,1850,2008
a beautiful new,159,1850,2008
a beautiful room,159,1850,2008
a bell rang,159,1850,2008
a better offer,159,1850,2008
a bit afraid,159,1850,2008
a bit like,159,1850,2008
a bit with,159,1850,2008
a blank look,159,1850,2008
a bone and,159,1850,2008
a bottle on,159,1850,2008
a bowl to,159,1850,2008
a boy called,159,1850,2008
a boy does,159,1850,2008
a boy under,159,1850,2008
a boys ',159,1850,2008
a breath from,159,1850,2008
a brick and,159,1850,2008
a bridge into,159,1850,2008
a brilliant example,159,1850,2008
a building and,159,1850,2008
a bullet that,159,1850,2008
a burly man,159,1850,2008
a busy city,159,1850,2008
a candidate 's,159,1850,2008
a carving knife,159,1850,2008
a cat ',159,1850,2008
a cat which,159,1850,2008
a catheter in,74,1850,1923
a cave and,159,1850,2008
a certain mass,159,1850,2008
a certain material,159,1850,2008
a certain race,159,1850,2008
a certain room,159,1850,2008
a chance to,159,1850,2008
a charming man,159,1850,2008
a charming story,159,1850,2008
a child between,159,1850,2008
a child makes,159,1850,2008
a children 's,159,1850,2008
a church mouse,159,1850,2008
a city had,159,1850,2008
a class may,159,1850,2008
a classified list,159,1850,2008
a clean bed,159,1850,2008
a close relationship,159,1850,2008
a closed box,159,1850,2008
a closer look,159,1850,2008
a closer study,159,1850,2008
a cocoon of,159,1850,2008
a collapse of,159,1850,2008
a color in,159,1850,2008
a commercial firm,159,1850,2008
a commission consisting,159,1850,2008
a common aim,159,1850,2008
a common ingredient,159,1850,2008
a common plane,159,1850,2008
a compass needle,159,1850,2008
a comprehensive work,159,1850,2008
a conflict that,159,1850,2008
a congenial atmosphere,159,1850,2008
a connection that,159,1850,2008
a considerable group,159,1850,2008
a consistent theory,159,1850,2008
a constant angle,159,1850,2008
a constitutional provision,159,1850,2008
a constitutional state,159,1850,2008
a contract must,159,1850,2008
a contradiction is,159,1850,2008
a corporation in,159,1850,2008
a correct solution,159,1850,2008
a country home,159,1850,2008
a couple in,159,1850,2008
a court held,159,1850,2008
a craving to,159,1850,2008
a critic to,159,1850,2008
a critical history,159,1850,2008
a crouching position,159,1850,2008
a crusty old,159,1850,2008
a curiosity and,159,1850,2008
a daily average,159,1850,2008
a danger to,159,1850,2008
a day under,159,1850,2008
a day you,159,1850,2008
a dead hand,159,1850,2008
a debatable question,159,1850,2008
a decent woman,159,1850,2008
a deeper study,159,1850,2008
a deeply religious,159,1850,2008
a definite arrangement,159,1850,2008
a definite order,159,1850,2008
a definite system,159,1850,2008
a delicious sense,159,1850,2008
a democracy in,159,1850,2008
a derivative of,159,1850,2008
a development and,159,1850,2008
a devotion that,159,1850,2008
a dialogue of,159,1850,2008
a different department,159,1850,2008
a different type,159,1850,2008
a direct cause,159,1850,2008
a direct conflict,159,1850,2008
a disease and,159,1850,2008
a distant cousin,159,1850,2008
a distinguished historian,159,1850,2008
a district and,159,1850,2008
a disturbance which,159,1850,2008
a divine plan,159,1850,2008
a doctor who,159,1850,2008
a does not,159,1850,2008
a doll 's,159,1850,2008
a donkey 's,159,1850,2008
a drawing which,159,1850,2008
a dreamless sleep,159,1850,2008
a dress like,159,1850,2008
a drift of,159,1850,2008
a drum in,159,1850,2008
a dry river,159,1850,2008
a dry well,159,1850,2008
a european or,159,1850,2008
a face at,159,1850,2008
a face i,159,1850,2008
a fact about,159,1850,2008
a fair summary,159,1850,2008
a false sense,159,1850,2008
a familiar form,159,1850,2008
a famous victory,159,1850,2008
a fast pace,159,1850,2008
a fast walk,159,1850,2008
a felony to,159,1850,2008
a few blocks,159,1850,2008
a few left,159,1850,2008
a few politicians,159,1850,2008
a fight for,159,1850,2008
a figure he,159,1850,2008
a final order,159,1850,2008
a fine hotel,159,1850,2008
a fineness of,159,1850,2008
a flying trip,159,1850,2008
a fool would,159,1850,2008
a foot is,159,1850,2008
a formal call,159,1850,2008
a free education,159,1850,2008
a free pass,159,1850,2008
a french company,159,1850,2008
a frequent complication,159,1850,2008
a frequent speaker,159,1850,2008
a fresh start,159,1850,2008
a friendly chat,159,1850,2008
a full circle,159,1850,2008
a full list,159,1850,2008
a fur collar,159,1850,2008
a further fine,159,1850,2008
a future to,159,1850,2008
a game as,159,1850,2008
a gas jet,159,1850,2008
a general discussion,159,1850,2008
a general hospital,159,1850,2008
a geographical and,159,1850,2008
a german named,159,1850,2008
a giant who,159,1850,2008
a girl had,159,1850,2008
a girl he,159,1850,2008
a girls ',159,1850,2008
a given base,159,1850,2008
a given interval,159,1850,2008
a given load,159,1850,2008
a given species,159,1850,2008
a given triangle,159,1850,2008
a glance whether,159,1850,2008
a gold dollar,159,1850,2008
a good dancer,159,1850,2008
a good enough,159,1850,2008
a good five,159,1850,2008
a good for,159,1850,2008
a good hot,159,1850,2008
a good indication,159,1850,2008
a good leader,159,1850,2008
a good line,159,1850,2008
a good spot,159,1850,2008
a good talker,159,1850,2008
a good working,159,1850,2008
a good world,159,1850,2008
a goodly proportion,159,1850,2008
a great attraction,159,1850,2008
a great career,159,1850,2008
a great first,53,1850,1902
a great musician,159,1850,2008
a great open,159,1850,2008
a great silence,159,1850,2008
a great singer,159,1850,2008
a great splash,159,1850,2008
a great wave,159,1850,2008
a greater area,159,1850,2008
a ground swell,159,1850,2008
a guiding hand,159,1850,2008
a hail of,159,1850,2008
a half months,159,1850,2008
a hand held,95,1850,1944
a happy little,159,1850,2008
a harem of,159,1850,2008
a healthy boy,159,1850,2008
a helper to,159,1850,2008
a high church,159,1850,2008
a higher regard,159,1850,2008
a higher speed,159,1850,2008
a hindrance and,159,1850,2008
a holiday and,159,1850,2008
a holiday from,159,1850,2008
a household where,159,1850,2008
a huge pot,159,1850,2008
a hush of,159,1850,2008
a husky whisper,159,1850,2008
a i ',159,1850,2008
a i a,159,1850,2008
a is in,159,1850,2008
a jungle of,159,1850,2008
a key that,159,1850,2008
a lantern and,159,1850,2008
a large base,159,1850,2008
a large hat,159,1850,2008
a large kitchen,159,1850,2008
a large staff,159,1850,2008
a larger area,159,1850,2008
a larger room,159,1850,2008
a lawsuit for,159,1850,2008
a leaf with,159,1850,2008
a legitimate part,159,1850,2008
a leisurely manner,159,1850,2008
a leisurely pace,159,1850,2008
a lens and,159,1850,2008
a less clear,159,1850,2008
a letter home,159,1850,2008
a levy on,159,1850,2008
a liability for,159,1850,2008
a lie or,159,1850,2008
a life long,159,1850,2008
a light touch,159,1850,2008
a limit is,159,1850,2008
a limited part,159,1850,2008
a little anxiously,159,1850,2008
a little bow,159,1850,2008
a little brighter,159,1850,2008
a little calmer,159,1850,2008
a little colour,159,1850,2008
a little comfort,159,1850,2008
a little cooler,159,1850,2008
a little dance,159,1850,2008
a little deaf,159,1850,2008
a little drama,159,1850,2008
a little face,159,1850,2008
a little first,159,1850,2008
a little fun,159,1850,2008
a little giddy,159,1850,2008
a little heart,159,1850,2008
a little heavy,159,1850,2008
a little high,159,1850,2008
a little humor,159,1850,2008
a little ice,159,1850,2008
a little impatiently,159,1850,2008
a little metal,159,1850,2008
a little outside,159,1850,2008
a little she,159,1850,2008
a little sorry,159,1850,2008
a little stiffly,159,1850,2008
a little strip,159,1850,2008
a livin ',159,1850,2008
a living force,159,1850,2008
a living human,159,1850,2008
a local lesion,159,1850,2008
a london hospital,159,1850,2008
a long afternoon,159,1850,2008
a long bench,159,1850,2008
a long engagement,159,1850,2008
a long paragraph,159,1850,2008
a long path,159,1850,2008
a loose one,159,1850,2008
a loss and,159,1850,2008
a love story,159,1850,2008
a lower floor,159,1850,2008
a lucky shot,159,1850,2008
a man inside,159,1850,2008
a man sat,159,1850,2008
a map the,159,1850,2008
a marked tendency,159,1850,2008
a market on,159,1850,2008
a match on,159,1850,2008
a matrix of,159,1850,2008
a matter or,159,1850,2008
a maximum or,159,1850,2008
a medium in,159,1850,2008
a memorandum that,159,1850,2008
a mere adjunct,159,1850,2008
a mighty big,159,1850,2008
a mile deep,159,1850,2008
a military governor,159,1850,2008
a million tons,159,1850,2008
a minor key,159,1850,2008
a model at,159,1850,2008
a modest little,159,1850,2008
a monkey on,159,1850,2008
a month each,159,1850,2008
a month were,159,1850,2008
a mood of,159,1850,2008
a motive or,159,1850,2008
a motley collection,159,1850,2008
a mouth like,159,1850,2008
a movement has,159,1850,2008
a mud hut,159,1850,2008
a musical tone,159,1850,2008
a mustard plaster,159,1850,2008
a narrow front,159,1850,2008
a narrower sense,159,1850,2008
a naturalist 's,159,1850,2008
a needle through,159,1850,2008
a neighbor in,159,1850,2008
a new desire,159,1850,2008
a new domain,159,1850,2008
a new flag,159,1850,2008
a new lot,159,1850,2008
a new observation,159,1850,2008
a new prison,159,1850,2008
a new white,159,1850,2008
a nice long,159,1850,2008
a nice thing,159,1850,2008
a nice warm,159,1850,2008
a not a,159,1850,2008
a notable fact,159,1850,2008
a novel to,159,1850,2008
a nurse 's,159,1850,2008
a pad of,159,1850,2008
a parallel series,159,1850,2008
a partner on,159,1850,2008
a passionate kiss,159,1850,2008
a past and,159,1850,2008
a pathological condition,159,1850,2008
a pathological state,159,1850,2008
a pathway for,159,1850,2008
a patient 's,159,1850,2008
a patient having,159,1850,2008
a patient when,159,1850,2008
a pattern from,159,1850,2008
a perfect day,159,1850,2008
a perfectly rational,159,1850,2008
a place next,159,1850,2008
a platform and,159,1850,2008
a plausible hypothesis,159,1850,2008
a pocket full,159,1850,2008
a point north,159,1850,2008
a police force,159,1850,2008
a poor judge,159,1850,2008
a porter in,159,1850,2008
a positive way,159,1850,2008
a pot in,159,1850,2008
a pot is,159,1850,2008
a pound at,159,1850,2008
a practical issue,159,1850,2008
a prefix to,159,1850,2008
a pretty heavy,159,1850,2008
a previous attack,159,1850,2008
a previous decision,159,1850,2008
a priest would,159,1850,2008
a print or,159,1850,2008
a privileged communication,80,1850,1929
a professional one,159,1850,2008
a proper charge,159,1850,2008
a prosperous future,159,1850,2008
a psychological fact,159,1850,2008
a public necessity,159,1850,2008
a pump for,159,1850,2008
a pungent odor,159,1850,2008
a purely voluntary,159,1850,2008
a queer kind,159,1850,2008
a question she,159,1850,2008
a quiet one,159,1850,2008
a quiet spot,159,1850,2008
a railway journey,159,1850,2008
a rapid recovery,159,1850,2008
a rather unpleasant,159,1850,2008
a rational solution,159,1850,2008
a real advance,159,1850,2008
a real hero,159,1850,2008
a reasonably good,159,1850,2008
a receiver was,159,1850,2008
a recent speech,159,1850,2008
a reception at,159,1850,2008
