,res,start,end
a contracorriente de,59,1950,2008
a derechos humanos,59,1950,2008
a la normativa,59,1950,2008
a la unam,59,1950,2008
a los hablantes,59,1950,2008
a nivel regional,59,1950,2008
a tener acceso,59,1950,2008
a un contexto,59,1950,2008
abad de santillán,59,1950,2008
actas del v,59,1950,2008
actitudes hacia el,59,1950,2008
actitudes y comportamientos,59,1950,2008
actitudes y prácticas,59,1950,2008
actividades de desarrollo,59,1950,2008
actividades de promoción,59,1950,2008
actividades no agrícolas,59,1950,2008
actual política económica,59,1950,2008
acuerdo mediante el,59,1950,2008
adopción de políticas,59,1950,2008
agropecuario en el,59,1950,2008
al inicio y,59,1950,2008
al sector público,59,1950,2008
algo a cambio,59,1950,2008
alianza de clases,59,1950,2008
amplio espectro de,59,1950,2008
ante los medios,59,1950,2008
antiguo régimen en,59,1950,2008
análisis de varianza,59,1950,2008
aproximación al tema,59,1950,2008
apunta a que,59,1950,2008
articulación de una,59,1950,2008
ascenso social y,59,1950,2008
asociaciones de consumidores,59,1950,2008
asuntos campesinos y,59,1950,2008
auto que a,59,1950,2008
auxiliar de enfermería,59,1950,2008
avances tecnológicos y,59,1950,2008
bajo el argumento,59,1950,2008
bajo el liderazgo,59,1950,2008
banca y crédito,59,1950,2008
bien de consumo,59,1950,2008
bienes de exportación,59,1950,2008
boletín económico de,59,1950,2008
bruto a precios,59,1950,2008
buena medida por,59,1950,2008
básicamente por el,59,1950,2008
búsqueda permanente de,59,1950,2008
cacería de brujas,59,1950,2008
cadena de producción,59,1950,2008
cambio estructural de,59,1950,2008
cambio estructural en,59,1950,2008
cambio estructural que,59,1950,2008
canal de televisión,59,1950,2008
católica persona de,35,1950,1984
caída de perón,59,1950,2008
central de coordinación,59,1950,2008
central de planificación,59,1950,2008
central obrera boliviana,59,1950,2008
central unica de,59,1950,2008
centraron en la,59,1950,2008
centro de ciencias,59,1950,2008
centro de publicaciones,59,1950,2008
ciento anual en,59,1950,2008
cifras en millones,59,1950,2008
claves para entender,59,1950,2008
coeficiente de inversión,59,1950,2008
coherente con las,59,1950,2008
colombiano de cultura,59,1950,2008
comercio de bienes,59,1950,2008
comercio e integración,59,1950,2008
comité de representantes,59,1950,2008
como alternativa a,59,1950,2008
competencias en materia,59,1950,2008
compromiso político de,59,1950,2008
comunidad europea del,59,1950,2008
comunidades campesinas de,59,1950,2008
comunitaria en la,59,1950,2008
con base al,59,1950,2008
con distintos niveles,59,1950,2008
con un impacto,59,1950,2008
condiciones laborales de,59,1950,2008
confederación general económica,59,1950,2008
conformada por los,59,1950,2008
consejo nacional para,59,1950,2008
consenso de que,59,1950,2008
construido a partir,59,1950,2008
consumidores y usuarios,59,1950,2008
consumo humano directo,59,1950,2008
contexto y la,59,1950,2008
control de armamentos,59,1950,2008
control y evaluación,59,1950,2008
controles de calidad,59,1950,2008
convención de viena,59,1950,2008
cooperación e integración,59,1950,2008
cooperación en materia,59,1950,2008
corporación financiera de,59,1950,2008
corto o mediano,59,1950,2008
crecimiento del producto,59,1950,2008
crecimiento económico que,59,1950,2008
