,res,start,end
assassinat du président,59,1950,2008
bone joint surg,30,1950,1979
de démographie historique,59,1950,2008
de la catégorisation,59,1950,2008
de la const,46,1950,1995
de marguerite yourcenar,59,1950,2008
droit au développement,59,1950,2008
du discours philosophique,59,1950,2008
du fonctionnement psychique,59,1950,2008
et semoules de,41,1950,1990
etude de cas,59,1950,2008
etudes nucléaires de,55,1950,2004
extension des effets,59,1950,2008
la société marchande,59,1950,2008
le sujet âgé,59,1950,2008
paper presented at,59,1950,2008
perte de sens,59,1950,2008
s ' interrogeant,59,1950,2008
s'il peut lui,59,1950,2008
significatif au seuil,59,1950,2008
taux de recouvrement,59,1950,2008
types de données,59,1950,2008
une pratique sociale,59,1950,2008
à haute résolution,59,1950,2008
