,res,start,end
action de l' acide nitrique,151,1800,1950
bâton de maréchal de france,151,1800,1950
ce fut en vain que,151,1800,1950
chemin de fer de saint,128,1823,1950
commerce et d ' industrie,138,1813,1950
dans la direction du sud,151,1800,1950
dans le cas dont il,151,1800,1950
dans les conseils de l',128,1823,1950
dans toute la longueur du,151,1800,1950
de l ' empereur de,151,1800,1950
de l' empire d' autriche,135,1816,1950
de l' innocence et de,151,1800,1950
de la concession des mines,79,1872,1950
de la cour de vienne,151,1800,1950
de sociétés de secours mutuels,106,1845,1950
dont j'ai eu l' honneur,150,1801,1950
du conseil général des mines,119,1832,1950
enseignement secondaire des jeunes filles,73,1878,1950
est permis de le dire,151,1800,1950
exécution de la présente ordonnance,79,1872,1950
fécule de pommes de terre,146,1805,1950
il fut obligé de se,151,1800,1950
je ne m'arrêterai pas à,151,1800,1950
je ne puis me dispenser,151,1800,1950
jeter les yeux sur la,151,1800,1950
l' honneur de vous le,151,1800,1950
la chambre des députés en,121,1830,1950
la confiance de la nation,151,1800,1950
la fin du seizième siècle,151,1800,1950
la joie la plus vive,151,1800,1950
la mort de ce prince,151,1800,1950
le bien de la paix,151,1800,1950
le bien de la religion,138,1813,1950
le cas dont il s'agit,151,1800,1950
le commencement de ce siècle,151,1800,1950
le contact de l' air,151,1800,1950
le prince d ' orange,151,1800,1950
le projet de loi dont,139,1812,1950
m'accuser réception de la présente,122,1829,1950
me servir d' une expression,151,1800,1950
me servir de l' expression,151,1800,1950
ne laisser aucun doute sur,151,1800,1950
ne tarda pas à reconnaître,144,1807,1950
par ordre de l' empereur,151,1800,1950
passer sous les yeux de,138,1813,1950
plus d' une fois il,151,1800,1950
pour me servir de l',151,1800,1950
prit le parti de se,151,1800,1950
que le roi de naples,138,1813,1950
quelque prix que ce fût,151,1800,1950
reçu la lettre que vous,151,1800,1950
réception de la présente circulaire,122,1829,1950
serment de fidélité au roi,151,1800,1950
vacante par la mort de,151,1800,1950
à la maison d' autriche,151,1800,1950
à la tète d' un,151,1800,1950
