,res,start,end
ab dem jahre,59,1950,2008
afrika und lateinamerika,59,1950,2008
akademie für gesellschaftswissenschaften,59,1950,2008
akademie für staats,59,1950,2008
akten der reichskanzlei,59,1950,2008
aktivitäten in den,59,1950,2008
allgemeine zeitung vom,59,1950,2008
als die spd,59,1950,2008
alte geschichte und,59,1950,2008
and human rights,59,1950,2008
anerkennung der ddr,59,1950,2008
anglistik und amerikanistik,59,1950,2008
anhand von drei,59,1950,2008
anlass für die,59,1950,2008
anteil von frauen,59,1950,2008
auf lokaler ebene,59,1950,2008
auf mehreren ebenen,59,1950,2008
aufstieg des nationalsozialismus,59,1950,2008
aus dem bundeshaushalt,59,1950,2008
aus der mittelschicht,59,1950,2008
aus der unterschicht,59,1950,2008
ausgewählte reden und,59,1950,2008
basis des kommunismus,59,1950,2008
bei den regierungsparteien,59,1950,2008
bei der fdp,59,1950,2008
beim deutschen bundestag,59,1950,2008
bevölkerung der ddr,59,1950,2008
bibliothekswesen und bibliographie,59,1950,2008
bitte senden sie,59,1950,2008
botschafter in bonn,59,1950,2008
buch oder teile,59,1950,2008
bundeskanzler der bundesrepublik,59,1950,2008
bundesminister für gesamtdeutsche,59,1950,2008
bundesministerium der justiz,59,1950,2008
bundesministerium für gesamtdeutsche,59,1950,2008
bundesministers des innern,59,1950,2008
bundesministers für arbeit,59,1950,2008
bundesrepublik deutschland über,59,1950,2008
das sozialistische recht,59,1950,2008
das vereinigte deutschland,59,1950,2008
daten zu den,59,1950,2008
ddr an der,59,1950,2008
ddr auf die,59,1950,2008
ddr in die,59,1950,2008
ddr ist die,59,1950,2008
ddr mit der,59,1950,2008
ddr und den,59,1950,2008
ddr zu den,59,1950,2008
dem bundesminister der,59,1950,2008
dem kalten krieg,59,1950,2008
den deutschen bundestag,59,1950,2008
den jeweiligen ländern,59,1950,2008
den landtagswahlen in,59,1950,2008
der anfangsphase des,59,1950,2008
der bgh hat,59,1950,2008
der bgh in,59,1950,2008
der bürgerlichen geschichtsschreibung,59,1950,2008
der bürgerlichen soziologie,59,1950,2008
der daten aus,59,1950,2008
der ddr als,59,1950,2008
der ddr aus,59,1950,2008
der ddr bei,59,1950,2008
der ddr das,59,1950,2008
der ddr der,59,1950,2008
der ddr die,59,1950,2008
der ddr ein,59,1950,2008
der ddr einen,59,1950,2008
der ddr gibt,59,1950,2008
der ddr haben,59,1950,2008
der ddr hat,59,1950,2008
der ddr mit,59,1950,2008
der ddr nach,59,1950,2008
der ddr noch,59,1950,2008
der ddr nur,59,1950,2008
der ddr oder,59,1950,2008
der ddr seit,59,1950,2008
der ddr sowie,59,1950,2008
der ddr unter,59,1950,2008
der ddr vom,59,1950,2008
der ddr vor,59,1950,2008
der ddr war,59,1950,2008
der ddr werden,59,1950,2008
der ddr wie,59,1950,2008
der ddr wurde,59,1950,2008
der ddr wurden,59,1950,2008
der ddr zur,59,1950,2008
der deutschen wiedervereinigung,59,1950,2008
der entfremdung und,59,1950,2008
der europäischen investitionsbank,59,1950,2008
der frankfurter buchmesse,59,1950,2008
der freien demokraten,59,1950,2008
der friedlichen koexistenz,59,1950,2008
der information der,59,1950,2008
der jeweils anderen,59,1950,2008
der jungen union,59,1950,2008
der landwirtschaftswissenschaften zu,39,1950,1988
der mitgliedstaaten im,59,1950,2008
der mitgliedstaaten in,59,1950,2008
der modernen poesie,59,1950,2008
der motivation und,59,1950,2008
der nato auf,59,1950,2008
der nato in,59,1950,2008
der neuen technologie,59,1950,2008
der relevanz der,59,1950,2008
der republik korea,59,1950,2008
der revolutionären deutschen,59,1950,2008
der rezeption von,59,1950,2008
