,res,start,end
akademie für gesellschaftswissenschaften beim,59,1950,2008
alle bereiche des gesellschaftlichen,59,1950,2008
alle in ihr enthaltenen,59,1950,2008
an das zk der,59,1950,2008
an den reichskanzler von,24,1950,1973
an der schwelle zur,59,1950,2008
an dieser stelle jedoch,59,1950,2008
anerkannten regeln der technik,59,1950,2008
arbeiterklasse und ihrer marxistisch,59,1950,2008
auch in der ddr,59,1950,2008
auf der lokalen ebene,59,1950,2008
aufnahme diplomatischer beziehungen zu,59,1950,2008
aus der ddr und,59,1950,2008
ausgewählte reden und schriften,59,1950,2008
bei der erarbeitung von,59,1950,2008
bei der nutzung der,59,1950,2008
bei der spd und,59,1950,2008
beifall bei den regierungsparteien,59,1950,2008
beim ministerrat der ddr,59,1950,2008
beim zentralkomitee der sed,59,1950,2008
beim zk der sed,59,1950,2008
beratung des entwurfs eines,59,1950,2008
beziehungen zwischen den sozialistischen,59,1950,2008
buch oder teile daraus,59,1950,2008
bundeskanzler der bundesrepublik deutschland,59,1950,2008
bundesminister für gesamtdeutsche fragen,59,1950,2008
bundesministerium für gesamtdeutsche fragen,59,1950,2008
das dritte reich und,59,1950,2008
das gebiet der ddr,59,1950,2008
das zk der sed,59,1950,2008
daß in der ddr,59,1950,2008
ddr und in der,59,1950,2008
dem bundesminister der finanzen,59,1950,2008
demokratie in der bundesrepublik,59,1950,2008
der akademie für gesellschaftswissenschaften,59,1950,2008
der bevölkerung der ddr,59,1950,2008
der bundesrepublik deutschland über,59,1950,2008
der ddr in die,59,1950,2008
der ddr und den,59,1950,2008
der ddr zu den,59,1950,2008
der endphase der weimarer,59,1950,2008
der europäischen sicherheit und,59,1950,2008
der gründung der ddr,59,1950,2008
der politik der sed,59,1950,2008
der pädagogischen wissenschaften der,59,1950,2008
der rechtsprechung des bundesverfassungsgerichts,59,1950,2008
der räte der bezirke,59,1950,2008
der sed an den,59,1950,2008
der sed und des,59,1950,2008
der sed und die,59,1950,2008
der spezialisierung und kooperation,57,1950,2006
der staatlichen einheit deutschlands,59,1950,2008
der volkskammer der ddr,59,1950,2008
des bundesministers des auswärtigen,59,1950,2008
des bundesministers des innern,59,1950,2008
des bundesministers für arbeit,59,1950,2008
des deutschen bundestages am,59,1950,2008
des ersten sekretärs des,59,1950,2008
des instituts für europäische,59,1950,2008
des ministeriums für kultur,59,1950,2008
des politbüros des zentralkomitees,59,1950,2008
des rates der europäischen,59,1950,2008
des zentralkomitees der sozialistischen,59,1950,2008
des zk der kp,59,1950,2008
deutsche reich und der,59,1950,2008
deutschen akademie der landwirtschaftswissenschaften,59,1950,2008
deutschen gesellschaft für osteuropakunde,59,1950,2008
deutscher verlag der wissenschaften,59,1950,2008
deutschland und der regierung,59,1950,2008
die in der forschung,59,1950,2008
die politik der bundesregierung,59,1950,2008
die politik der friedlichen,59,1950,2008
die schaffung von arbeitsplätzen,59,1950,2008
die stärken und schwächen,59,1950,2008
durch ein hohes maß,59,1950,2008
eine chance für die,59,1950,2008
ende des kalten krieges,59,1950,2008
endphase der weimarer republik,59,1950,2008
entfaltung der sozialistischen demokratie,59,1950,2008
entwicklung in der ddr,59,1950,2008
frankfurter allgemeine zeitung vom,59,1950,2008
für bibliothekswesen und bibliographie,59,1950,2008
für die deutsche wissenschaft,59,1950,2008
